journal,issue,year,author.s.lastnames,title,link,variable,variety,language,variation.type,social.significance,production,production.details,perception,perception.details,metalinguistic.behaviors,metalinguistic.behaviors.details,overt.prestige.or.stigma,overt.prestige.or.stigma.details,data.source,coder.notes
JSlx,19(5),2015,Christiansen,‘A ondi queras’: Ranchero identity construction by U.S. born Mexicans on Facebook,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12155,"specific verb conjugations (dijites for dijiste, haiga for haya, queren for quieren, venemos for venimos)",Mock Ranchero Mexican Spanish,Spanish,form,x,not analyzed,NA,not analyzed,NA,x,"mock Ranchero (ironic use of a ""stigmatized vernacular variety of Spanish"") used to position speakers as having Ranchero roots but being distanced from them, reflecting ambivalence toward their origins",x,see Metalx – details,Facebook posts,NA
JSlx,22(1),2018,Barnes,Copula variation in Asturian Spanish and the multidimensionality of stancetaking in interaction,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12273,alternation between Spanish ‘es’ (‘he/she/it is’) and the diphthongized Asturian equivalent ‘ye’,Asturian Spanish,Spanish,form,x,x,"speech activity, stance (""'ye' can index stances oflow epistemic commitment, lack of seriousness and social solidarity"")",not analyzed,NA,x,"Asturian ""stigmatized as a rustic language,"" but ""Speakers from Gijón frequently mention the use of ‘ye’ as characteristic of Asturian speech. The symbolic value of ‘ye’ is also evident in its use in promotional materials of the region, in public signage and memes that highlight Asturian identity as a positive trait."" Ye is a symbol of regional identity, evokes positive local traits.",x,see Metalx – details,sociolinguistic interviews,NA
JSlx,22(2),2018,Hilton,Social meaning in a shifting grammatical landscape: The perception of nonagreement in existential there constructions,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12280,number nonagreement in existential there constructions (there’s/there is/there was + NPpl),American English,English,form,x,not analyzed,NA,x,"""Speakers who used there’s to introduce plural nouns were consistently perceived to be significantly more educated, articulate, intelligent, and wealthy than those who used either there is or there was,"" particularly those who self-reported being bothered by grammar mistakes. there are ""heard to be more uptight and articulate and less down-to-earth,"" suggesting perhaps a hyperstandardism.",not analyzed,NA,null,"""particularly lacking in social stigma""",social perception experiments,"suggestions that ""there’s has become ‘frozen’ as a single lexical item which no longer carries singularagreement features"""
JSlx,22(3),2018,Bugge,Attitudes to variation in spoken Faroese,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12283,"realization of specific pronouns (e.g. 1st p. sing. nom. /eː/ vs. /jeː/, 2nd p. pl. /tiːt/ vs. /oːɡɵr/)","Norðoyar, Eysturoy, Vágar, Streymoy, and Suðuroy Faroese",Faroese,form,null,not analyzed,NA,null,different regional varieties not socially perceived in consistently different ways,not analyzed,NA,not mentioned,NA,"verbal guise test, label ranking task","different regional dialects perceived as more/less ""beautiful""/statusful, though individual variables not examined in isolation; guises include many phonological features, as well as other features not mentioned (list of features is ""non-exhaustive"")"
JSlx,22(4),2018,"Brook, Jankowski, Konnelly, & Tagliamonte",‘I don’t come off as timid anymore’: Real-time change in early adulthood against the backdrop of the community.,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12310,"complementizers following seem, look, sound, and feel (like, as if, that, null)",Toronto English,English,"form, omission",x,x,"age (""align[ment] with community norms"")",not analyzed,NA,not analyzed,NA,x,"""Structures such as I feel like receive attention in the popular media (see, e.g., Baker 2013), pointing to high social salience of the innovative variant.""","longitudinal sociolinguistic interviews with single speaker, ""Clara""",NA
JSlx,22(4),2018,"Brook, Jankowski, Konnelly, & Tagliamonte",‘I don’t come off as timid anymore’: Real-time change in early adulthood against the backdrop of the community.,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12310,pronominal quantifiers (-body vs. -one),Toronto English,English,form,x,x,"age (""adjusting to the community norms for older speakers"")",not analyzed,NA,not analyzed,NA,x,"""The variable is not socially salient,"" though -one is more ""literary"" and ""prestigious""","longitudinal sociolinguistic interviews with single speaker, ""Clara""","We went with 'x' in stigma/prestige due to the authors' use of ""prestigious"""
JSlx,22(4),2018,"Brook, Jankowski, Konnelly, & Tagliamonte",‘I don’t come off as timid anymore’: Real-time change in early adulthood against the backdrop of the community.,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12310,human subject relativization (who vs. that vs. null vs. which),Toronto English,English,"form, omission",x,x,"age (""match[ing] the norms of older age groups"")",not analyzed,NA,not analyzed,NA,x,"""The prestige of who is old,"" though ""variation between subject relativizers is said to be ‘covert’ (Tottie and Rey 1997: 245), i.e. not salient""","longitudinal sociolinguistic interviews with single speaker, ""Clara""","We went with 'x' in stigma/prestige due to the authors' use of ""prestige"""
JSlx,22(4),2018,"Brook, Jankowski, Konnelly, & Tagliamonte",‘I don’t come off as timid anymore’: Real-time change in early adulthood against the backdrop of the community.,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12310,variable –t/–d in semi-weak verbs,Toronto English,English,omission,x,x,"age (""aligning with the community norms for new age cohorts"")",not analyzed,NA,not analyzed,NA,not mentioned,NA,"longitudinal sociolinguistic interviews with single speaker, ""Clara""",NA
JSlx,23(2),2019,Mougeon & Rehner,Patterns of sociolinguistic variation in teacher classroom speech,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12336,"singular versus plural verbs with collective subject nouns (e.g. le monde, la famille, la police, etc.)",Ontario French,French,form,x,x,"SES (in interaction w/age), gender (in interaction w/teacher status)",not analyzed,NA,not analyzed,NA,not mentioned,NA,"classroom speech, semi-directed Labovian interviews",NA
JSlx,23(2),2019,Mougeon & Rehner,Patterns of sociolinguistic variation in teacher classroom speech,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12336,je vais vs. je vas vs. mas (“I’m going to”),Ontario French,French,form,x,x,"SES (in interaction w/age), gender (in interaction w/teacher status), subject taught (French vs. other), communicative function",not analyzed,NA,not analyzed,NA,not mentioned,NA,"classroom speech, semi-directed Labovian interviews",NA
JSlx,23(2),2019,Mougeon & Rehner,Patterns of sociolinguistic variation in teacher classroom speech,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12336,ne use/non-use (“not”),Ontario French,French,omission,x,x,"SES (in interaction w/age), subject taught (French vs. other), communicative function",not analyzed,NA,not analyzed,NA,not mentioned,NA,"classroom speech, semi-directed Labovian interviews",NA
JSlx,24(1),2020,Hawkey,Language attitudes as predictors of morphosyntactic variation: Evidence from Catalan speakers in southern France,https://onlinelibrary.wiley.com/doi/10.1111/josl.12375,first person singular indicative present tense morpheme (–o vs. –i),Northern Catalan,Catalan,form,null,null,"""neither macrosociological categories nor attitudinal scores correlated significantly with the attested variation""",not analyzed,NA,not analyzed,NA,not mentioned,"mentions that ""speakers of Catalan were often unaware of prestige norms that originated outside of their community,"" and that Central Catalan is the standardized prestige variety, but no mention of overt stigma or prestige for this variable in particular","questionnaire (to elicit language attitudes), wordlist translation task ",NA
JSlx,24(1),2020,Hawkey,Language attitudes as predictors of morphosyntactic variation: Evidence from Catalan speakers in southern France,https://onlinelibrary.wiley.com/doi/10.1111/josl.12375,"preterit vs. present perfect for pre-hodiernal past, with supralocal vs. local conjugation of auxiliary haver",Northern Catalan,Catalan,form,x,x,"age (older prefer supralocal variants), competence in Catalan (higher = more supralocal variants)",not analyzed,NA,not analyzed,NA,not mentioned,"mentions that ""speakers of Catalan were often unaware of prestige norms that originated outside of their community,"" and that Central Catalan is the standardized prestige variety, but no mention of overt stigma or prestige for this variable in particular","questionnaire (to elicit language attitudes), wordlist translation task ",NA
JSlx,24(1),2020,Hawkey,Language attitudes as predictors of morphosyntactic variation: Evidence from Catalan speakers in southern France,https://onlinelibrary.wiley.com/doi/10.1111/josl.12375,overt vs. null number and gender agreement on possessive pronouns,Northern Catalan,Catalan,omission,x,x,"fieldwork site (urban prefer local variants), age (older prefer local variants), attitude toward Catalan (high-status = more supralocal, high-solidarity = more local)",not analyzed,NA,not analyzed,NA,not mentioned,"mentions that ""speakers of Catalan were often unaware of prestige norms that originated outside of their community,"" and that Central Catalan is the standardized prestige variety, but no mention of overt stigma or prestige for this variable in particular","questionnaire (to elicit language attitudes), wordlist translation task ",NA
JSlx,24(1),2020,Hawkey,Language attitudes as predictors of morphosyntactic variation: Evidence from Catalan speakers in southern France,https://onlinelibrary.wiley.com/doi/10.1111/josl.12375,third-person plural possessive marker llur (vs. el seu/la seva/els seus/les seves),Northern Catalan,Catalan,"form, omission",x,x,"attitude toward Catalan (high-status = more supralocal, high-solidarity = more local)",not analyzed,NA,not analyzed,NA,not mentioned,"mentions that ""speakers of Catalan were often unaware of prestige norms that originated outside of their community,"" and that Central Catalan is the standardized prestige variety, but no mention of overt stigma or prestige for this variable in particular","questionnaire (to elicit language attitudes), wordlist translation task ",NA
JSlx,24(2),2020,Ilbury,“Sassy Queens”: Stylistic orthographic variation in Twitter and the enregisterment of AAVE,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12366,copula absence,appropriated African American Vernacular English,English,omission,x,x,"used when ""deploy[ing] ‘provocative’, ‘confrontational’ and ‘outspoken’ stances"" ""to reduce the threat of disagreement and increase social cohesion between peers""",not analyzed,NA,x,"stylized use of AAVE to construct a ""sassy queen"" persona",not mentioned,NA,corpus of Twitter posts,NA
JSlx,24(2),2020,Ilbury,“Sassy Queens”: Stylistic orthographic variation in Twitter and the enregisterment of AAVE,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12366,invariant be,appropriated African American Vernacular English,English,form,x,x,"used when ""deploy[ing] ‘provocative’, ‘confrontational’ and ‘outspoken’ stances"" ""to reduce the threat of disagreement and increase social cohesion between peers""",not analyzed,NA,x,"stylized use of AAVE to construct a ""sassy queen"" persona",not mentioned,NA,corpus of Twitter posts,NA
